2,0,37.76389,-122.45676,37.78868,-122.40215,0
2,1,37.79921,-122.419,37.7654,-122.50081,0
2,2,37.78553,-122.40979,37.787,-122.41129,0
2,3,37.77286,-122.40648,37.7705,-122.42468,0
2,4,37.78936,-122.38852,37.75135,-122.39405,0
2,5,37.76555,-122.43141,37.79147,-122.41257,5
2,6,37.76184,-122.39063,37.66223,-122.40167,5
2,7,37.73545,-122.44788,37.78526,-122.39993,5
2,8,37.79764,-122.40093,37.72719,-122.40243,5
2,9,37.80657,-122.4122,37.79208,-122.39711,5
2,10,37.75767,-122.48325,37.76919,-122.41562,10
2,11,37.76608,-122.44278,37.76159,-122.42374,10
2,12,37.79252,-122.3924,37.75153,-122.41624,10
2,13,37.78623,-122.42497,37.77593,-122.41843,10
2,14,37.67311,-122.39029,37.61784,-122.38715,10
2,15,37.6997,-122.39293,37.61631,-122.38619,15
2,16,37.77625,-122.3984,37.79885,-122.40719,15
2,17,37.72756,-122.43252,37.79046,-122.4086,15
2,18,37.78967,-122.42217,37.61643,-122.38618,15
2,19,37.78972,-122.40657,37.77012,-122.44604,15
2,20,37.61649,-122.38611,37.75126,-122.395,20
2,21,37.75238,-122.42064,37.79455,-122.39676,20
2,22,37.78542,-122.4048,37.79145,-122.41231,20
2,23,37.78961,-122.42842,37.77214,-122.40129,20
2,24,37.77738,-122.40465,37.76505,-122.43219,20
2,25,37.76333,-122.42084,37.75051,-122.42952,25
2,26,37.79806,-122.40497,37.75744,-122.38486,25
2,27,37.79175,-122.42275,37.7858,-122.39928,25
2,28,37.76573,-122.4313,37.77095,-122.43762,25
2,29,37.72992,-122.40027,37.79789,-122.40627,25
2,30,37.78128,-122.40017,37.752,-122.42252,30
2,31,37.78634,-122.42152,37.79114,-122.41606,30
2,32,37.78161,-122.41222,37.79092,-122.41769,30
2,33,37.72547,-122.40192,37.78811,-122.41737,30
2,34,37.79073,-122.41228,37.78448,-122.40414,30
2,35,37.76507,-122.42196,37.80056,-122.41052,35
2,36,37.78576,-122.40004,37.78828,-122.42359,35
2,37,37.78595,-122.40268,37.78543,-122.39688,35
2,38,37.79897,-122.40402,37.76285,-122.47707,35
2,39,37.79101,-122.404,37.73161,-122.4487,35
2,40,37.66061,-122.40386,37.66723,-122.4783,40
2,41,37.75366,-122.42311,37.67424,-122.38964,40
2,42,37.79409,-122.474,37.7959,-122.40381,40
2,43,37.80485,-122.40354,37.79542,-122.42604,40
2,44,37.79062,-122.40441,37.76255,-122.43519,40
2,45,37.77282,-122.41051,37.61481,-122.38588,45
2,46,37.77702,-122.39513,37.78133,-122.45644,45
2,47,37.76865,-122.41561,37.79375,-122.39757,45
2,48,37.80033,-122.4104,37.77797,-122.43841,45
2,49,37.78906,-122.39867,37.6764,-122.38862,45
2,50,37.61636,-122.386,37.65978,-122.46363,50
2,51,37.78184,-122.4291,37.80007,-122.43434,50
2,52,37.78874,-122.42191,37.78796,-122.40974,50
2,53,37.7765,-122.3957,37.79053,-122.3996,50
2,54,37.79153,-122.39556,37.71694,-122.43952,50
